p5 (interpolated wth step=1e-10) X,p5 (interpolated wth step=1e-10) Y
0,0.3784902978228569
1e-10,0.3784902967793679
2e-10,0.3784902969126371
3e-10,0.3784902980002279
4e-10,0.3784902988678918
5e-10,0.3784902983845753
6e-10,0.3784902979012589
7e-10,0.3784902974179424
7.999999999999999e-10,0.378490296934626
8.999999999999999e-10,0.3784902964513095
9.999999999999999e-10,0.3784902959679931
1.1e-09,0.3784902954846767
1.2e-09,0.3784902950013602
1.3e-09,0.3784902954430927
1.4e-09,0.3784902959355662
1.5e-09,0.3784902964280398
1.6e-09,0.3784902969205133
1.7e-09,0.3784902974129869
1.8e-09,0.3784902979054604
1.9e-09,0.378490298397934
2.000000000000001e-09,0.3784902988904075
2.100000000000001e-09,0.378490299382881
2.200000000000001e-09,0.3784902998753546
2.300000000000001e-09,0.3784902993669448
2.400000000000001e-09,0.3784902988036343
2.500000000000001e-09,0.3784902982403237
2.600000000000001e-09,0.3784902976770131
2.700000000000001e-09,0.3784902971137026
2.800000000000001e-09,0.3784902965503921
2.900000000000001e-09,0.3784902959870815
3.000000000000001e-09,0.3784902954237709
3.100000000000001e-09,0.3784902948604604
3.200000000000001e-09,0.3784902942971498
3.300000000000001e-09,0.3784902948683221
3.400000000000001e-09,0.3784902955017235
3.500000000000002e-09,0.3784902961351247
3.600000000000002e-09,0.3784902967685261
3.700000000000002e-09,0.3784902974019274
3.800000000000002e-09,0.3784902980353287
3.900000000000002e-09,0.37849029866873
4.000000000000002e-09,0.3784902993021313
4.100000000000002e-09,0.3784902999355326
4.200000000000002e-09,0.378490300568934
4.300000000000002e-09,0.37849029992715
4.400000000000002e-09,0.3784902992154192
4.500000000000002e-09,0.3784902985036884
4.600000000000002e-09,0.3784902977919576
4.700000000000002e-09,0.3784902970802267
4.800000000000002e-09,0.378490296368496
4.900000000000003e-09,0.3784902956567651
5.000000000000003e-09,0.3784902949450343
5.100000000000003e-09,0.3784902942333035
5.200000000000003e-09,0.3784902935215727
5.300000000000003e-09,0.3784902942423745
5.400000000000003e-09,0.3784902950417541
5.500000000000003e-09,0.3784902958411336
5.600000000000003e-09,0.3784902966405132
5.700000000000003e-09,0.3784902974398928
5.800000000000003e-09,0.3784902982392723
5.900000000000003e-09,0.3784902990386519
6.000000000000003e-09,0.3784902998380314
6.100000000000003e-09,0.378490300637411
6.200000000000003e-09,0.3784903014367905
6.300000000000003e-09,0.3784903006274882
6.400000000000004e-09,0.378490299729946
6.500000000000004e-09,0.3784902988324038
6.600000000000004e-09,0.3784902979348616
6.700000000000004e-09,0.3784902970373194
6.800000000000004e-09,0.3784902961397772
6.900000000000004e-09,0.378490295242235
7.000000000000004e-09,0.3784902943446928
7.100000000000004e-09,0.3784902934471506
7.200000000000004e-09,0.3784902925496084
7.300000000000004e-09,0.3784902934581182
7.400000000000004e-09,0.3784902944656943
7.500000000000004e-09,0.3784902954732703
7.600000000000004e-09,0.3784902964808464
7.700000000000003e-09,0.3784902974884224
7.800000000000002e-09,0.3784902984959985
7.900000000000001e-09,0.3784902995035745
8e-09,0.3784903005111506
8.1e-09,0.3784903015187266
8.199999999999999e-09,0.3784903025263026
8.299999999999998e-09,0.3784903015065211
8.399999999999997e-09,0.3784903003755342
8.499999999999997e-09,0.3784902992445474
8.599999999999996e-09,0.3784902981135606
8.699999999999995e-09,0.3784902969825737
8.799999999999994e-09,0.3784902958515869
8.899999999999994e-09,0.3784902947206
8.999999999999993e-09,0.3784902935896132
9.099999999999992e-09,0.3784902924586264
9.199999999999991e-09,0.3784902913276395
9.299999999999991e-09,0.37849029280333
9.39999999999999e-09,0.3784902944220028
9.499999999999989e-09,0.3784902960406756
