p0 (interpolated wth step=1e-10) X,p0 (interpolated wth step=1e-10) Y
0,0.3666479753057325
1e-10,0.3666479499813156
2e-10,0.3666479627780374
3e-10,0.3666480128874584
4e-10,0.3666480527665026
5e-10,0.3666480298018037
6e-10,0.3666480068371049
7e-10,0.3666479838724059
7.999999999999999e-10,0.3666479609077071
8.999999999999999e-10,0.3666479379430082
9.999999999999999e-10,0.3666479149783092
1.1e-09,0.3666478920136104
1.2e-09,0.3666478690489114
1.3e-09,0.3666478901135466
1.4e-09,0.366647913593293
1.5e-09,0.3666479370730393
1.6e-09,0.3666479605527856
1.7e-09,0.3666479840325319
1.8e-09,0.3666480075122782
1.9e-09,0.3666480309920245
2.000000000000001e-09,0.3666480544717708
2.100000000000001e-09,0.3666480779515172
2.200000000000001e-09,0.3666481014312635
2.300000000000001e-09,0.3666480766542194
2.400000000000001e-09,0.3666480492301783
2.500000000000001e-09,0.3666480218061372
2.600000000000001e-09,0.3666479943820961
2.700000000000001e-09,0.366647966958055
2.800000000000001e-09,0.366647939534014
2.900000000000001e-09,0.3666479121099729
3.000000000000001e-09,0.3666478846859318
3.100000000000001e-09,0.3666478572618907
3.200000000000001e-09,0.3666478298378496
3.300000000000001e-09,0.3666478580684711
3.400000000000001e-09,0.36664788935188
3.500000000000002e-09,0.3666479206352889
3.600000000000002e-09,0.3666479519186978
3.700000000000002e-09,0.3666479832021066
3.800000000000002e-09,0.3666480144855155
3.900000000000002e-09,0.3666480457689244
4.000000000000002e-09,0.3666480770523333
4.100000000000002e-09,0.3666481083357421
4.200000000000002e-09,0.366648139619151
4.300000000000002e-09,0.3666481074542768
4.400000000000002e-09,0.3666480718091171
4.500000000000002e-09,0.3666480361639574
4.600000000000002e-09,0.3666480005187976
4.700000000000002e-09,0.3666479648736378
4.800000000000002e-09,0.3666479292284781
4.900000000000003e-09,0.3666478935833183
5.000000000000003e-09,0.3666478579381586
5.100000000000003e-09,0.3666478222929989
5.200000000000003e-09,0.3666477866478391
5.300000000000003e-09,0.3666478233113778
5.400000000000003e-09,0.3666478639412164
5.500000000000003e-09,0.3666479045710551
5.600000000000003e-09,0.3666479452008937
5.700000000000003e-09,0.3666479858307323
5.800000000000003e-09,0.3666480264605709
5.900000000000003e-09,0.3666480670904095
6.000000000000003e-09,0.3666481077202482
6.100000000000003e-09,0.3666481483500868
6.200000000000003e-09,0.3666481889799255
6.300000000000003e-09,0.3666481471859766
6.400000000000004e-09,0.3666481008708917
6.500000000000004e-09,0.3666480545558068
6.600000000000004e-09,0.366648008240722
6.700000000000004e-09,0.3666479619256371
6.800000000000004e-09,0.3666479156105523
6.900000000000004e-09,0.3666478692954674
7.000000000000004e-09,0.3666478229803825
7.100000000000004e-09,0.3666477766652976
7.200000000000004e-09,0.3666477303502128
