b0 (interpolated wth step=1e-10) X,b0 (interpolated wth step=1e-10) Y
3.440000000000012e-08,0.85
3.450000000000012e-08,0.85
3.460000000000012e-08,0.85
3.470000000000013e-08,0.85
3.480000000000013e-08,0.85
3.490000000000013e-08,0.85
3.500000000000013e-08,0.85
3.510000000000013e-08,0.85
3.520000000000013e-08,0.85
3.530000000000013e-08,0.85
3.540000000000013e-08,0.85
3.550000000000013e-08,0.85
3.560000000000013e-08,0.85
3.570000000000013e-08,0.85
3.580000000000014e-08,0.85
3.590000000000014e-08,0.85
3.600000000000014e-08,0.85
3.610000000000014e-08,0.85
3.620000000000014e-08,0.85
3.630000000000014e-08,0.85
3.640000000000014e-08,0.85
3.650000000000014e-08,0.85
3.660000000000014e-08,0.85
3.670000000000014e-08,0.85
3.680000000000014e-08,0.85
3.690000000000015e-08,0.85
3.700000000000015e-08,0.85
3.710000000000015e-08,0.85
3.720000000000015e-08,0.85
3.730000000000015e-08,0.85
3.740000000000015e-08,0.85
3.750000000000015e-08,0.85
3.760000000000015e-08,0.85
3.770000000000015e-08,0.85
3.780000000000015e-08,0.85
3.790000000000015e-08,0.85
3.800000000000015e-08,0.85
3.810000000000016e-08,0.85
3.820000000000016e-08,0.85
3.830000000000016e-08,0.85
3.840000000000016e-08,0.85
3.850000000000016e-08,0.85
3.860000000000016e-08,0.85
3.870000000000016e-08,0.85
3.880000000000016e-08,0.85
3.890000000000016e-08,0.85
3.900000000000016e-08,0.85
3.910000000000016e-08,0.85
3.920000000000017e-08,0.85
3.930000000000017e-08,0.85
3.940000000000017e-08,0.85
3.950000000000017e-08,0.85
3.960000000000017e-08,0.85
3.970000000000017e-08,0.85
3.980000000000017e-08,0.85
3.990000000000017e-08,0.85
4.000000000000017e-08,0.85
4.010000000000017e-08,0.8499999999985375
4.020000000000017e-08,0
4.030000000000018e-08,0
4.040000000000018e-08,0
4.050000000000018e-08,0
4.060000000000018e-08,0
4.070000000000018e-08,0
4.080000000000018e-08,0
4.090000000000018e-08,0
4.100000000000018e-08,0
4.110000000000018e-08,0
4.120000000000018e-08,0
4.130000000000018e-08,0
4.140000000000019e-08,0
4.150000000000019e-08,0
4.160000000000019e-08,0
4.170000000000019e-08,0
4.180000000000019e-08,0
4.190000000000019e-08,0
4.200000000000019e-08,0
4.210000000000019e-08,0
4.220000000000019e-08,0
4.230000000000019e-08,0
4.240000000000019e-08,0
4.25000000000002e-08,0
4.26000000000002e-08,0
4.27000000000002e-08,0
4.28000000000002e-08,0
4.29000000000002e-08,0
4.30000000000002e-08,0
4.31000000000002e-08,0
4.32000000000002e-08,0
4.33000000000002e-08,0
4.34000000000002e-08,0
4.35000000000002e-08,0
4.360000000000021e-08,0
4.370000000000021e-08,0
4.380000000000021e-08,0
4.390000000000021e-08,0
4.400000000000021e-08,0
4.410000000000021e-08,0
4.420000000000021e-08,0
4.430000000000021e-08,0
4.440000000000021e-08,0
4.450000000000021e-08,0
4.460000000000021e-08,0
4.470000000000021e-08,0
4.480000000000022e-08,0
4.490000000000022e-08,0
4.500000000000022e-08,0
4.510000000000022e-08,0
4.520000000000022e-08,0
4.530000000000022e-08,0
4.540000000000022e-08,0
4.550000000000022e-08,0
4.560000000000022e-08,0
4.570000000000022e-08,0
4.580000000000022e-08,0
4.590000000000023e-08,0
4.600000000000023e-08,0
4.610000000000023e-08,0
4.620000000000023e-08,0
4.630000000000023e-08,0
4.640000000000023e-08,0
4.650000000000023e-08,0
4.660000000000023e-08,0
4.670000000000023e-08,0
4.680000000000023e-08,0
4.690000000000023e-08,0
4.700000000000024e-08,0
4.710000000000024e-08,0
4.720000000000024e-08,0
4.730000000000024e-08,0
4.740000000000024e-08,0
4.750000000000024e-08,0
4.760000000000024e-08,0
4.770000000000024e-08,0
4.780000000000024e-08,0
4.790000000000024e-08,0
4.800000000000024e-08,0
4.810000000000025e-08,0
4.820000000000025e-08,0
4.830000000000025e-08,0
4.840000000000025e-08,0
4.850000000000025e-08,0
4.860000000000025e-08,0
4.870000000000025e-08,0
4.880000000000025e-08,0
4.890000000000025e-08,0
4.900000000000025e-08,0
4.910000000000025e-08,0
4.920000000000026e-08,0
4.930000000000026e-08,0
4.940000000000026e-08,0
4.950000000000026e-08,0
4.960000000000026e-08,0
4.970000000000026e-08,0
4.980000000000026e-08,0
4.990000000000026e-08,0
5.000000000000026e-08,0
5.010000000000026e-08,0
5.020000000000026e-08,0
5.030000000000027e-08,0
5.040000000000027e-08,0
5.050000000000027e-08,0
5.060000000000027e-08,0
5.070000000000027e-08,0
5.080000000000027e-08,0
5.090000000000027e-08,0
5.100000000000027e-08,0
5.110000000000027e-08,0
5.120000000000027e-08,0
5.130000000000027e-08,0
5.140000000000027e-08,0
5.150000000000028e-08,0
5.160000000000028e-08,0
5.170000000000028e-08,0
5.180000000000028e-08,0
5.190000000000028e-08,0
5.200000000000028e-08,0
5.210000000000028e-08,0
5.220000000000028e-08,0
5.230000000000028e-08,0
5.240000000000028e-08,0
5.250000000000028e-08,0
5.260000000000029e-08,0
5.270000000000029e-08,0
5.280000000000029e-08,0
5.290000000000029e-08,0
5.300000000000029e-08,0
5.310000000000029e-08,0
5.320000000000029e-08,0
5.330000000000029e-08,0
5.340000000000029e-08,0
5.350000000000029e-08,0
5.360000000000029e-08,0
5.37000000000003e-08,0
5.38000000000003e-08,0
5.39000000000003e-08,0
5.40000000000003e-08,0
5.41000000000003e-08,0
5.42000000000003e-08,0
5.43000000000003e-08,0
5.44000000000003e-08,0
5.45000000000003e-08,0
5.46000000000003e-08,0
5.47000000000003e-08,0
5.480000000000031e-08,0
5.490000000000031e-08,0
5.500000000000031e-08,0
5.510000000000031e-08,0
5.520000000000031e-08,0
5.530000000000031e-08,0
5.540000000000031e-08,0
5.550000000000031e-08,0
5.560000000000031e-08,0
5.570000000000031e-08,0
5.580000000000031e-08,0
5.590000000000032e-08,0
5.600000000000032e-08,0
5.610000000000032e-08,0
5.620000000000032e-08,0
5.630000000000032e-08,0
5.640000000000032e-08,0
5.650000000000032e-08,0
5.660000000000032e-08,0
5.670000000000032e-08,0
5.680000000000032e-08,0
5.690000000000032e-08,0
5.700000000000033e-08,0
5.710000000000033e-08,0
5.720000000000033e-08,0
5.730000000000033e-08,0
5.740000000000033e-08,0
5.750000000000033e-08,0
5.760000000000033e-08,0
5.770000000000033e-08,0
5.780000000000033e-08,0
5.790000000000033e-08,0
5.800000000000033e-08,0
5.810000000000033e-08,0
5.820000000000034e-08,0
5.830000000000034e-08,0
5.840000000000034e-08,0
5.850000000000034e-08,0
5.860000000000034e-08,0
5.870000000000034e-08,0
5.880000000000034e-08,0
5.890000000000034e-08,0
5.900000000000034e-08,0
5.910000000000034e-08,0
5.920000000000034e-08,0
5.930000000000035e-08,0
5.940000000000035e-08,0
5.950000000000035e-08,0
5.960000000000035e-08,0
5.970000000000034e-08,0
5.980000000000034e-08,0
5.990000000000033e-08,0
6.000000000000033e-08,2.699917519373082e-12
6.010000000000032e-08,0.85
6.020000000000031e-08,0.85
6.030000000000031e-08,0.85
6.04000000000003e-08,0.85
6.05000000000003e-08,0.85
6.060000000000029e-08,0.85
6.070000000000029e-08,0.85
6.080000000000028e-08,0.85
6.090000000000027e-08,0.85
6.100000000000027e-08,0.85
6.110000000000026e-08,0.85
6.120000000000026e-08,0.85
6.130000000000025e-08,0.85
6.140000000000025e-08,0.85
6.150000000000024e-08,0.85
6.160000000000023e-08,0.85
6.170000000000023e-08,0.85
6.180000000000022e-08,0.85
6.190000000000022e-08,0.85
6.200000000000021e-08,0.85
6.210000000000021e-08,0.85
6.22000000000002e-08,0.85
6.230000000000019e-08,0.85
6.240000000000019e-08,0.85
6.250000000000018e-08,0.85
6.260000000000018e-08,0.85
6.270000000000017e-08,0.85
6.280000000000017e-08,0.85
6.290000000000016e-08,0.85
6.300000000000015e-08,0.85
6.310000000000015e-08,0.85
6.320000000000014e-08,0.85
6.330000000000014e-08,0.85
6.340000000000013e-08,0.85
6.350000000000013e-08,0.85
6.360000000000012e-08,0.85
6.370000000000011e-08,0.85
6.380000000000011e-08,0.85
6.39000000000001e-08,0.85
6.40000000000001e-08,0.85
6.410000000000009e-08,0.85
6.420000000000009e-08,0.85
6.430000000000008e-08,0.85
6.440000000000007e-08,0.85
6.450000000000007e-08,0.85
6.460000000000006e-08,0.85
6.470000000000006e-08,0.85
6.480000000000005e-08,0.85
6.490000000000005e-08,0.85
6.500000000000004e-08,0.85
6.510000000000003e-08,0.85
6.520000000000003e-08,0.85
6.530000000000002e-08,0.85
6.540000000000002e-08,0.85
6.550000000000001e-08,0.85
6.560000000000001e-08,0.85
6.57e-08,0.85
6.579999999999999e-08,0.85
6.589999999999999e-08,0.85
6.599999999999998e-08,0.85
6.609999999999998e-08,0.85
6.619999999999997e-08,0.85
6.629999999999997e-08,0.85
6.639999999999996e-08,0.85
6.649999999999995e-08,0.85
6.659999999999995e-08,0.85
6.669999999999994e-08,0.85
6.679999999999994e-08,0.85
6.689999999999993e-08,0.85
6.699999999999992e-08,0.85
6.709999999999992e-08,0.85
6.719999999999991e-08,0.85
6.729999999999991e-08,0.85
6.73999999999999e-08,0.85
6.74999999999999e-08,0.85
6.759999999999989e-08,0.85
6.769999999999988e-08,0.85
6.779999999999988e-08,0.85
6.789999999999987e-08,0.85
6.799999999999987e-08,0.85
6.809999999999986e-08,0.85
6.819999999999986e-08,0.85
6.829999999999985e-08,0.85
6.839999999999984e-08,0.85
6.849999999999984e-08,0.85
6.859999999999983e-08,0.85
6.869999999999983e-08,0.85
6.879999999999982e-08,0.85
6.889999999999982e-08,0.85
6.899999999999981e-08,0.85
6.90999999999998e-08,0.85
6.91999999999998e-08,0.85
6.929999999999979e-08,0.85
6.939999999999979e-08,0.85
6.949999999999978e-08,0.85
6.959999999999978e-08,0.85
6.969999999999977e-08,0.85
6.979999999999976e-08,0.85
6.989999999999976e-08,0.85
6.999999999999975e-08,0.85
7.009999999999975e-08,0.85
7.019999999999974e-08,0.85
7.029999999999974e-08,0.85
7.039999999999973e-08,0.85
7.049999999999972e-08,0.85
7.059999999999972e-08,0.85
7.069999999999971e-08,0.85
7.079999999999971e-08,0.85
7.08999999999997e-08,0.85
7.09999999999997e-08,0.85
7.109999999999969e-08,0.85
7.119999999999968e-08,0.85
7.129999999999968e-08,0.85
7.139999999999967e-08,0.85
7.149999999999967e-08,0.85
7.159999999999966e-08,0.85
7.169999999999966e-08,0.85
7.179999999999965e-08,0.85
7.189999999999964e-08,0.85
7.199999999999964e-08,0.85
7.209999999999963e-08,0.85
7.219999999999963e-08,0.85
7.229999999999962e-08,0.85
7.239999999999962e-08,0.85
7.249999999999961e-08,0.85
7.25999999999996e-08,0.85
7.26999999999996e-08,0.85
7.279999999999959e-08,0.85
7.289999999999959e-08,0.85
7.299999999999958e-08,0.85
7.309999999999958e-08,0.85
7.319999999999957e-08,0.85
7.329999999999956e-08,0.85
7.339999999999956e-08,0.85
7.349999999999955e-08,0.85
7.359999999999955e-08,0.85
7.369999999999954e-08,0.85
7.379999999999954e-08,0.85
7.389999999999953e-08,0.85
7.399999999999952e-08,0.85
7.409999999999952e-08,0.85
7.419999999999951e-08,0.85
7.429999999999951e-08,0.85
7.43999999999995e-08,0.85
7.44999999999995e-08,0.85
7.459999999999949e-08,0.85
7.469999999999948e-08,0.85
7.479999999999948e-08,0.85
7.489999999999947e-08,0.85
7.499999999999947e-08,0.85
7.509999999999946e-08,0.85
7.519999999999946e-08,0.85
7.529999999999945e-08,0.85
7.539999999999944e-08,0.85
7.549999999999944e-08,0.85
7.559999999999943e-08,0.85
7.569999999999943e-08,0.85
7.579999999999942e-08,0.85
7.589999999999942e-08,0.85
7.599999999999941e-08,0.85
7.60999999999994e-08,0.85
7.61999999999994e-08,0.85
7.629999999999939e-08,0.85
7.639999999999939e-08,0.85
7.649999999999938e-08,0.85
7.659999999999938e-08,0.85
7.669999999999937e-08,0.85
7.679999999999936e-08,0.85
7.689999999999936e-08,0.85
7.699999999999935e-08,0.85
7.709999999999935e-08,0.85
7.719999999999934e-08,0.85
7.729999999999934e-08,0.85
7.739999999999933e-08,0.85
7.749999999999932e-08,0.85
7.759999999999932e-08,0.85
7.769999999999931e-08,0.85
7.779999999999931e-08,0.85
7.78999999999993e-08,0.85
7.79999999999993e-08,0.85
7.809999999999929e-08,0.85
7.819999999999928e-08,0.85
7.829999999999928e-08,0.85
7.839999999999927e-08,0.85
7.849999999999927e-08,0.85
7.859999999999926e-08,0.85
7.869999999999926e-08,0.85
7.879999999999925e-08,0.85
7.889999999999924e-08,0.85
7.899999999999924e-08,0.85
7.909999999999923e-08,0.85
7.919999999999923e-08,0.85
7.929999999999922e-08,0.85
7.939999999999922e-08,0.85
7.949999999999921e-08,0.85
7.95999999999992e-08,0.85
7.96999999999992e-08,0.85
7.979999999999919e-08,0.85
7.989999999999919e-08,0.85
7.999999999999918e-08,0.85
8.009999999999918e-08,0.85
8.019999999999917e-08,7.087289088936188e-12
8.029999999999916e-08,0
8.039999999999916e-08,0
8.049999999999915e-08,0
8.059999999999915e-08,0
8.069999999999914e-08,0
8.079999999999914e-08,0
8.089999999999913e-08,0
8.099999999999912e-08,0
8.109999999999912e-08,0
8.119999999999911e-08,0
8.129999999999911e-08,0
8.13999999999991e-08,0
8.14999999999991e-08,0
8.159999999999909e-08,0
8.169999999999908e-08,0
8.179999999999908e-08,0
8.189999999999907e-08,0
8.199999999999907e-08,0
8.209999999999906e-08,0
8.219999999999906e-08,0
8.229999999999905e-08,0
8.239999999999904e-08,0
8.249999999999904e-08,0
8.259999999999903e-08,0
8.269999999999903e-08,0
8.279999999999902e-08,0
8.289999999999902e-08,0
8.299999999999901e-08,0
8.3099999999999e-08,0
8.3199999999999e-08,0
8.329999999999899e-08,0
8.339999999999899e-08,0
8.349999999999898e-08,0
8.359999999999898e-08,0
8.369999999999897e-08,0
8.379999999999896e-08,0
8.389999999999896e-08,0
8.399999999999895e-08,0
8.409999999999895e-08,0
8.419999999999894e-08,0
8.429999999999894e-08,0
8.439999999999893e-08,0
8.449999999999892e-08,0
8.459999999999892e-08,0
8.469999999999891e-08,0
8.479999999999891e-08,0
8.48999999999989e-08,0
8.49999999999989e-08,0
8.509999999999889e-08,0
8.519999999999888e-08,0
8.529999999999888e-08,0
8.539999999999887e-08,0
8.549999999999887e-08,0
8.559999999999886e-08,0
8.569999999999885e-08,0
8.579999999999885e-08,0
8.589999999999884e-08,0
8.599999999999884e-08,0
8.609999999999883e-08,0
8.619999999999883e-08,0
8.629999999999882e-08,0
8.639999999999881e-08,0
8.649999999999881e-08,0
8.65999999999988e-08,0
8.66999999999988e-08,0
8.679999999999879e-08,0
8.689999999999879e-08,0
8.699999999999878e-08,0
8.709999999999877e-08,0
8.719999999999877e-08,0
8.729999999999876e-08,0
8.739999999999876e-08,0
8.749999999999875e-08,0
8.759999999999875e-08,0
8.769999999999874e-08,0
8.779999999999873e-08,0
8.789999999999873e-08,0
8.799999999999872e-08,0
8.809999999999872e-08,0
8.819999999999871e-08,0
8.829999999999871e-08,0
8.83999999999987e-08,0
8.849999999999869e-08,0
8.859999999999869e-08,0
8.869999999999868e-08,0
8.879999999999868e-08,0
8.889999999999867e-08,0
8.899999999999867e-08,0
8.909999999999866e-08,0
8.919999999999865e-08,0
8.929999999999865e-08,0
8.939999999999864e-08,0
8.949999999999864e-08,0
8.959999999999863e-08,0
8.969999999999863e-08,0
8.979999999999862e-08,0
8.989999999999861e-08,0
8.999999999999861e-08,0
9.00999999999986e-08,0
9.01999999999986e-08,0
9.029999999999859e-08,0
9.039999999999859e-08,0
9.049999999999858e-08,0
9.059999999999857e-08,0
9.069999999999857e-08,0
9.079999999999856e-08,0
9.089999999999856e-08,0
9.099999999999855e-08,0
9.109999999999855e-08,0
9.119999999999854e-08,0
9.129999999999853e-08,0
9.139999999999853e-08,0
9.149999999999852e-08,0
9.159999999999852e-08,0
9.169999999999851e-08,0
9.179999999999851e-08,0
9.18999999999985e-08,0
9.199999999999849e-08,0
9.209999999999849e-08,0
9.219999999999848e-08,0
9.229999999999848e-08,0
9.239999999999847e-08,0
9.249999999999847e-08,0
9.259999999999846e-08,0
9.269999999999845e-08,0
9.279999999999845e-08,0
9.289999999999844e-08,0
9.299999999999844e-08,0
9.309999999999843e-08,0
9.319999999999843e-08,0
9.329999999999842e-08,0
9.339999999999841e-08,0
9.349999999999841e-08,0
9.35999999999984e-08,0
9.36999999999984e-08,0
9.379999999999839e-08,0
9.389999999999839e-08,0
9.399999999999838e-08,0
9.409999999999837e-08,0
9.419999999999837e-08,0
9.429999999999836e-08,0
9.439999999999836e-08,0
9.449999999999835e-08,0
9.459999999999835e-08,0
9.469999999999834e-08,0
9.479999999999833e-08,0
9.489999999999833e-08,0
9.499999999999832e-08,0
9.509999999999832e-08,0
9.519999999999831e-08,0
9.529999999999831e-08,0
9.53999999999983e-08,0
9.549999999999829e-08,0
9.559999999999829e-08,0
9.569999999999828e-08,0
9.579999999999828e-08,0
9.589999999999827e-08,0
9.599999999999827e-08,0
9.609999999999826e-08,0
9.619999999999825e-08,0
9.629999999999825e-08,0
9.639999999999824e-08,0
9.649999999999824e-08,0
9.659999999999823e-08,0
9.669999999999823e-08,0
9.679999999999822e-08,0
9.689999999999821e-08,0
9.699999999999821e-08,0
9.70999999999982e-08,0
9.71999999999982e-08,0
9.729999999999819e-08,0
9.739999999999819e-08,0
9.749999999999818e-08,0
9.759999999999817e-08,0
9.769999999999817e-08,0
9.779999999999816e-08,0
9.789999999999816e-08,0
9.799999999999815e-08,0
9.809999999999815e-08,0
9.819999999999814e-08,0
9.829999999999813e-08,0
9.839999999999813e-08,0
9.849999999999812e-08,0
9.859999999999812e-08,0
9.869999999999811e-08,0
9.879999999999811e-08,0
9.88999999999981e-08,0
9.899999999999809e-08,0
9.909999999999809e-08,0
9.919999999999808e-08,0
9.929999999999808e-08,0
9.939999999999807e-08,0
9.949999999999807e-08,0
9.959999999999806e-08,0
9.969999999999805e-08,9.179956484308656e-15
9.979999999999805e-08,4.361882542504997e-14
9.989999999999804e-08,7.80576943657913e-14
9.999999999999804e-08,1.124965633065326e-13
1.00099999999998e-07,0.8499999999832379
1.00199999999998e-07,0.85
1.00299999999998e-07,0.85
1.00399999999998e-07,0.85
1.00499999999998e-07,0.85
1.00599999999998e-07,0.85
1.00699999999998e-07,0.85
1.00799999999998e-07,0.85
1.00899999999998e-07,0.85
1.00999999999998e-07,0.85
1.01099999999998e-07,0.85
1.01199999999998e-07,0.85
